Country,Year,LifeExpectancy,GDPperCapita,Population,SchoolEnrollment,InternetUsers,HealthExpenditure,LiteracyRate,GDPGrowth
Bosnia and Herzegovina,2016,77.124,4928.566525172796,3473003.0,96.1386337280273,60.2565,450.44155884,,3.24225521171914
Bhutan,2016,71.119,3152.309051067865,747866.0,101.324020385742,46.5,97.42939758,,8.475943392329626
Latin America & Caribbean,1996,69.5658524577749,4295.184845370086,489235073.0,106.083976745605,,,87.6485977172852,3.920589734203304
Botswana,2017,65.42,7104.964010880272,2266747.0,,47.8587,471.05056763,,4.114378560266374
Marshall Islands,2000,63.323,2264.7911489764524,50706.0,,1.53427,306.73342896,,2.454430068512721
Tunisia,2020,75.004,3548.6536366380274,11974057.0,103.975509643555,68.5564,250.46203613,,-9.011934123902378
Ukraine,2013,71.474,4129.89697265625,46126770.0,96.3140767527901,40.9541,275.94143677,,0.045439094492707
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",1998,64.82336790877729,1075.3585970662743,442475967.0,,,,,5.419688890603226
Faroe Islands,2005,79.44146341463416,36389.081644098005,48359.0,,67.9026,,,
Israel,2017,82.55121951219512,41138.47096427196,8713300.0,96.9318695068359,81.5812,3074.44604492,,4.3469311670645965
Turks and Caicos Islands,2013,77.1,22412.206935488663,33653.0,,,,,1.0708804955403224
Sudan,2012,63.427,1019.22210693359,36923178.0,66.0605392456055,,75.40813446,,-17.004688404894466
Netherlands,1999,77.83658536585367,28318.74665383569,15812088.0,,39.2,,,5.043321364302415
Dominica,2018,71.378,9215.308540564503,68174.0,97.3663705781518,,503.34179688,,2.964010610466005
Mexico,2010,73.718,9728.800782377815,113623895.0,110.995216369629,31.05,534.08520508,93.0699996948242,4.971334577998988
Mauritania,2019,67.64,1767.0727106209977,4467708.0,90.2671941351334,25.0978,54.63365555,,3.1410048930696917
Latin America & Caribbean (excluding high income),2020,72.87592172713384,6892.381715609133,578091505.0,106.388076782227,73.4,571.9856139402575,94.0513763427734,-6.5236090907036015
Europe & Central Asia,2011,76.47941212180717,26221.78565833882,893009595.0,101.192428588867,60.2,2368.239353320742,98.0188674926758,2.3766118864893144
Montenegro,2000,73.39680487804878,1627.065119119869,604950.0,,,,,3.10000005928039
Belgium,2017,81.49268292682927,44035.3239358548,11375158.0,102.752861022949,87.6797,4783.80664063,,1.4744676155678462
Benin,2009,58.258,1024.1027785811184,9509423.0,111.44181060791,2.24,29.58557701,,2.319292139128379
Niger,2002,50.645,225.2943911474382,12349144.0,39.0056304931641,0.127152,10.91576767,,4.918470575946216
Ireland,2012,80.84634146341465,49411.73874767873,4599533.0,102.118339538574,76.92,5210.36376953,,-0.3989604817310948
Mozambique,2014,57.965,697.1426804441226,25788475.0,114.277516463599,6.0,43.50259018,,7.7025684483930945
Spain,1995,77.98073170731708,15460.911026665251,39724050.0,,0.381,,,2.7574940029354167
Pre-demographic dividend,1990,48.93444393074567,938.7406831716085,422471117.0,70.7432327270508,,,50.9873390197754,8.280222771116257
Mongolia,2003,63.57536585365854,643.1680689216577,2480374.0,105.648582458496,,27.18718147,,7.004634573848861
Palau,2008,67.562,10582.739754852964,19009.0,,,880.83892822,,-5.493976658791084
Panama,2008,75.937,7347.590503243971,3500648.0,108.608779907227,33.82,506.78494263,,10.197432590795842
South Asia,1991,58.54961934018743,303.81805683771006,1035058149.0,,,,47.7829895019531,1.5151493554458142
Greece,2001,78.38780487804878,12156.957282422094,10862132.0,101.492576599121,10.935,1004.81542969,95.9899978637695,4.650414594421633
"Egypt, Arab Rep.",2003,68.045,1031.2755629128364,77853548.0,89.3009490966797,4.03789,50.34780884,,3.1934547373974453
Botswana,2006,55.112,5291.583791448487,1874516.0,112.33056640625,4.28993,258.01873779,,8.36387109282306
Haiti,1995,55.582,372.0061046651246,7562546.0,99.27197265625,,,,9.897707488157051
Europe & Central Asia (excluding high income),2002,69.31873062108654,1769.5364953376354,220400259.0,105.925918579102,,95.8974587503832,95.3250427246094,6.403966105451659
Ghana,2011,61.617,1507.435731987529,26095088.0,99.4130783081055,9.0,91.68003845,,14.047123580314905
IDA only,2014,63.60821102254947,1046.785397136035,1015131349.0,99.2957534790039,9.1,46.833285996428046,63.1221084594727,5.08860484835445
Kenya,1994,56.101,276.4478719812441,25857130.0,96.3266296386719,,,,2.6327845178369955
Mexico,1990,69.034,3154.4692034903796,82820170.0,,0.0,,87.5599975585938,5.250043299445821
OECD members,2018,80.02817111166863,39539.186115128745,1356470975.0,102.268859863281,,4799.828589201733,,2.337922850522361
Virgin Islands (U.S.),2007,76.86341463414634,44158.505404432464,108337.0,,27.3393,,,4.010594021944769
Uzbekistan,1992,65.236,602.9205258270478,21485090.0,,,,,-11.199999997316
French Polynesia,1997,77.38,16423.021430868077,229121.0,,0.214,,,-0.1228146515013151
Aruba,1997,72.904,17750.009564419815,86301.0,,,,,7.046874992412214
Lithuania,2008,71.81219512195122,14955.534546292096,3198231.0,99.499267578125,55.22,936.50933838,,2.59946154605602
Chile,2020,79.349,13114.815470545014,19370624.0,99.7043991088867,87.4593,1270.97814941,,-6.143474792240923
Moldova,2007,68.674,1531.2161859074763,2874299.0,,20.45,135.44366455,,3.0000002258552456
Cambodia,1992,55.747,307.0949223851362,8113083.0,,,,,7.017538377702266
Afghanistan,2018,62.443,491.3372213826032,36743039.0,107.687660217285,16.8,71.22509003,,1.1892281294451692
Russian Federation,1992,66.87317073170732,3098.802734375,148538197.0,,0.000673,,,-14.531073772926362
World,2011,70.9680134853525,10471.536427884495,7087120034.0,102.36930847168,30.9,974.1274671122192,84.7115097045898,3.3473109825424814
Least developed countries: UN classification,1993,52.00774654934459,302.71883156982307,562489881.0,69.1292724609375,,,45.9636497497559,-0.2747377541636524
Turkiye,2018,77.454,9568.835063302282,81407204.0,100.931251525879,71.0428,380.27835083,,3.0131703931214986
Thailand,1990,68.924,1559.1120934475484,54738329.0,,0.0,,,11.167163444629251
Costa Rica,1999,77.058,3690.9615477829702,3862101.0,,3.9,,,4.214811171239873
New Zealand,2008,80.35121951219514,31324.739797710237,4259800.0,99.3267135620117,72.03,2850.05834961,,-1.0170384693397525
Brazil,2020,74.506,7074.1937833764405,208660842.0,105.498199462891,81.3427,680.76843262,94.7576490611664,-3.276758796473601
Estonia,1997,69.80975609756099,3682.952301466946,1399535.0,,5.71,,,13.050020704786888
Croatia,1993,71.52243902439025,2447.503191417612,4600463.0,,0.0972,,,-8.025581884003131
United Arab Emirates,1999,74.982,25855.860504658696,3266009.0,,14.9,,,2.902213639632862
Cote d'Ivoire,2007,53.452,1367.5381772232606,21030558.0,59.4631118774414,1.8,56.15083694,,1.1014297679347749
Sub-Saharan Africa,2005,53.89326974495034,1067.920605851607,779665113.0,90.3313522338867,2.0,57.17323589752862,58.9373207092285,6.052817544621902
Trinidad and Tobago,2011,72.232,19151.08702297216,1328019.0,,55.2,872.96398926,,-0.2943544090437626
Denmark,1996,75.59146341463416,35621.98780517318,5263074.0,,5.71,,,2.8957506923045884
Luxembourg,2006,79.2878048780488,90788.80048761448,472637.0,99.6400299072266,72.51,6070.73583984,,6.016715401454704
South Africa,2013,62.388,7331.654673849192,54678791.0,104.091085183075,46.5,593.80157471,,2.485468008265883
Sint Maarten (Dutch part),1997,73.551,,31404.0,,,,,
American Samoa,2006,72.397,8745.166211374039,56374.0,,,,,-4.098360655737707
Cambodia,1996,56.832,324.65587098300364,10801270.0,,,,,5.897505606944776
Kuwait,2004,76.72768292682929,27552.28273997867,2157320.0,106.364921569824,22.9271,649.42504883,,10.240298058635377
"Macao SAR, China",1994,77.26648780487805,15905.261542148202,396800.0,,0.037,,,4.253451709820084
Comoros,1990,55.62,966.3203846298316,444596.0,87.9667510986328,0.0,,,5.091236413396956
Netherlands,2002,78.29268292682927,29446.53308728684,16148929.0,106.958320617676,61.29,2544.81347656,,0.2457856591291118
"Venezuela, RB",1990,70.964,2451.5523114567022,19827010.0,103.632537841797,0.0,,89.8300018310547,6.4679408530580815
Madagascar,1998,56.803,284.19292313985153,15489364.0,88.4220809936523,0.0626,,,3.917074605168167
Solomon Islands,2020,69.258,2063.331015221083,744498.0,89.6007986762942,33.1974,100.99560547,,-3.381147540983605
St. Vincent and the Grenadines,2001,70.382,4071.086010989624,113501.0,114.241172790527,5.09481,162.93431091,,1.7482310202889837
Saudi Arabia,2017,78.721,23929.290713598155,30977355.0,106.381546527147,94.1756,1400.90356445,95.3300018310547,1.1820799330852625
East Asia & Pacific (IDA & IBRD countries),2015,74.9777768374826,6664.487165374688,2030504270.0,101.058212280273,44.1,307.2957940772587,95.4851303100586,6.661433800903822
Eswatini,2011,49.057,4312.34243414155,1117833.0,122.704797199075,18.13,365.25265503,,2.247229618359796
Mauritius,2007,72.57073170731708,6574.663576409905,1239630.0,100.83757019043,20.22,229.2313385,,5.727016159816685
Cyprus,2018,81.556,29599.986328125,1270737.0,99.7954406738281,84.4336,2020.73339844,,6.27166360056404
Bhutan,2014,70.504,2849.4999864730285,733139.0,104.719581604004,30.3,87.19132233,,5.8810855065828775
Armenia,2016,74.86829268292684,3524.4247687470715,2992300.0,93.1108003536782,64.346,359.58227539,99.7399978637695,0.1999999998259909
Least developed countries: UN classification,2016,63.72372706803564,963.9465482122276,985414939.0,100.416076660156,13.5,42.02829310890151,64.6036071777344,3.7319998933500074
Sub-Saharan Africa (excluding high income),2005,53.83850601146597,1168.3965485782078,701214785.0,90.330680847168,2.2,63.038660205180875,58.9320411682129,5.922820191453553
China,2014,76.714,7781.065974849738,1371860000.0,96.8963827081444,47.9,362.28695679,,7.461900282294337
Ghana,2010,61.297,1263.8925176053897,25474995.0,,7.8,80.57714844,71.5,7.899711940516212
Paraguay,1993,68.234,1661.7095530621752,4362696.0,118.049606323242,,,,4.936359414752815
Pakistan,1990,59.728,344.45547384188967,116155576.0,51.8859481811523,0.0,,,4.45858681510218
Chile,2001,77.58,4563.595298668896,15683849.0,,19.1,323.63336182,,3.154034924599671
Central African Republic,1995,48.109,333.14586323389517,3348052.0,,,,,7.200045557519033
Africa Eastern and Southern,2007,56.48435317845337,1362.3106516441571,488580707.0,98.4766082763672,2.7,84.0911878928683,62.9699592590332,6.646935047187725
Bulgaria,2013,74.8609756097561,7795.9809210892845,7160005.0,98.7911834716797,53.0615,547.45483398,,-0.5427516030301547
Middle income,2012,70.37195800170277,4420.32330991182,5255534995.0,104.069122314453,,220.44887503651893,84.0770263671875,5.658108258945532
Bahrain,2000,74.673,14214.48368393432,637582.0,98.8778915405273,6.15373,451.50253296,,5.300069403058842
Cayman Islands,1996,73.74,,34143.0,,,,,
Estonia,2013,77.14146341463415,19310.38749007572,1317997.0,97.6795196533203,80.0043,1194.86206055,,1.7564937962186915
Middle income,1998,65.83185223527735,1221.1620928568152,4358459090.0,99.6526794433594,,,78.3861312866211,3.317866326628632
Uganda,1990,47.561,244.98716812680635,17569897.0,71.945068359375,0.0,,,6.474140152555961
Other small states,1994,64.75562857150045,3927.057490844926,9328189.0,98.116813659668,,,75.7357330322266,2.8403680226569037
Paraguay,2019,73.668,5821.181995486371,6515058.0,,68.5176,416.84432983,93.2099990844727,-0.4018551006800095
Albania,1990,72.71,617.2304355155054,3286542.0,,0.0,,,-9.575640169934076
Syrian Arab Republic,2016,65.19,656.3490586313004,19193834.0,,31.8696,25.93214798,,-6.405590739361898
Iceland,2000,79.65365853658537,32096.37226136954,281205.0,99.1379928588867,44.4705,2855.57470703,,4.985042760497933
Togo,1991,54.255,549.8080115729997,4115560.0,93.8582382202148,0.0,,,-0.6999674950231167
Vanuatu,1994,67.984,1430.993677764832,163314.0,107.16748046875,,,,9.081466092892114
Argentina,2014,76.268,12233.144411918582,43024071.0,113.873519897461,64.7,1274.66125488,,-2.5126153208139357
Turkmenistan,1990,63.867,848.1550473884236,3760562.0,,0.0,,,35.3845581084463
Seychelles,2000,72.77804878048782,8063.655005751688,81131.0,107.946586608887,7.39563,340.23703003,,4.253198349318282
Togo,2019,61.055,826.2606540998936,8463068.0,117.747746676497,20.7273,48.85387421,66.5400009155273,4.922925916859725
Ukraine,1999,68.004,631.910461425781,49976446.0,,0.4049999999999999,,,-0.200000000106499
Cameroon,2018,61.189,1610.6964159101708,24806383.0,104.334202125375,29.7,58.32909393,72.5500030517578,3.955514238920486
Dominica,1995,70.832,3951.7226708635826,69469.0,119.201362609863,0.549,,,3.0308626017160947
Libya,2016,71.799,7525.8029930821585,6632126.0,,,464.47531128,,-1.4909411172621958
Guatemala,2019,71.639,4511.997551576558,17103803.0,101.979363381256,44.401,278.59024048,,4.017897934382802
North Macedonia,2004,73.59756097560977,2818.5814561241964,2016186.0,97.4486389160156,24.44,230.68000793,,4.674089579609159
Indonesia,2002,66.954,881.0029135691312,222088495.0,110.116897583008,2.13414,18.97848511,,4.49947539085764
Guinea,2000,52.42,518.1570669240263,8428832.0,58.3812294006348,0.0954249,22.71722412,,2.503060562996069
"Congo, Dem. Rep.",2018,59.926,528.2560197778985,90047644.0,111.488670349121,11.7,17.29077148,73.5500030517578,5.821121099690245
Australia,1996,78.07804878048782,22021.783906522804,18224767.0,,3.28,,,3.863888913984241
New Zealand,1998,78.08536585365854,14738.44557039182,3815000.0,,31.6,,,0.8584063521984291
Lesotho,2014,50.786,1173.5377928819005,2080089.0,107.843876685208,22.0,121.34915924,,1.710549905454755
Seychelles,2006,72.21707317073172,12782.993892647544,84600.0,99.4439468383789,34.952,581.25598145,,9.406128557328271
British Virgin Islands,2017,75.67,,32699.0,100.15019525383,77.7043,,,
St. Kitts and Nevis,1997,67.811,8626.72257471312,43428.0,,2.26,,,6.823966776073419
Singapore,1997,76.89756097560975,26375.865366811264,3796038.0,,13.5,,,8.316209111244973
Maldives,2017,79.228,10509.628805811955,458287.0,97.1472662194312,65.0,961.57415771,94.5100021362305,7.074428717063057
Guam,2009,76.141,29054.05812015189,166173.0,,50.642,,,0.4386839481555427
Slovak Republic,2020,76.86585365853658,19735.485828080054,5458827.0,99.9172286987305,89.9209,1393.62438965,,-2.585512417332069
Burundi,1996,44.807,143.1567411871586,6070506.0,37.9824905395508,0.0008039999999999,,,-7.999999997940932
Heavily indebted poor countries (HIPC),2001,53.53488609266791,353.8582632722816,495197350.0,73.9895324707031,,15.162555488009495,51.7259902954102,3.636484600257674
South Africa,2011,60.602,8646.055710716348,52995205.0,104.046046582293,33.97,686.87243652,93.0999984741211,3.168556278588184
Chad,1993,47.002,220.72996490329265,6629146.0,51.1670608520508,,,10.8900003433228,-15.709837045207848
Arab World,1991,62.82750662324067,2048.8097549909517,228402316.0,84.7371978759766,,,56.873950958252,-0.6930037841617889
Namibia,2005,52.557,3685.772999915872,1966582.0,112.362739562988,4.01005,374.68215942,,2.52926265819022
Gabon,1999,61.658,3751.3531895062465,1243016.0,133.682098388672,0.249,,,-8.932622802301054
San Marino,2017,84.933,45192.027976694255,33825.0,,60.1823,3672.30322266,,0.258265466328055
Gibraltar,2001,80.419,,27657.0,107.605247497559,21.1711,,,
Burundi,2002,49.924,120.95230857546832,6824132.0,68.6379928588867,0.118228,6.46998882,,4.446519412247966
Channel Islands,2019,81.2,60568.10834795503,165639.0,,,,,1.573355961563422
Azerbaijan,2008,69.355,5574.468104325748,8763400.0,94.0724716186523,17.08,111.88427734,,10.591437294393046
Chile,2013,79.551,15683.548636915511,17687006.0,102.084899902344,58.0,1171.77038574,96.2699966430664,3.3085082471008462
IBRD only,2016,73.25944370324702,5560.963294465743,4721753602.0,107.111763000488,42.0,295.02679006879185,88.8677368164062,4.54607502006175
Azerbaijan,1992,60.773,60.23512054059724,7382050.0,,,,,-22.60000032644443
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",1997,64.45986843081856,1077.3362307443322,432334916.0,,,,,3.4609504693112143
Iceland,2007,81.45365853658538,69495.7267376825,311566.0,98.5585098266602,90.6,5803.81152344,,8.454860103735356
"Bahamas, The",2019,71.408,33640.336986127826,394675.0,91.9375456537619,90.6933,1941.60742188,,-0.8390513010131571
Turkmenistan,2000,64.931,633.8354876380108,4582677.0,,0.133282,75.52490234,,5.469064132528544
Mongolia,1991,59.804731707317075,1098.6801744554857,2165342.0,100.393493652344,,,,-8.693544731265575
Costa Rica,2009,79.372,6832.69829924138,4499791.0,110.964897155762,34.33,537.06317139,,-0.8734559427877855
Africa Western and Central,1998,49.45245902400786,1137.744496164249,260297834.0,74.614387512207,,,50.2893218994141,3.623420346006384
Andorra,2009,84.1,43975.01836680928,83888.0,85.0247116088867,78.53,2663.37402344,,-5.302846543482914
Bhutan,1991,56.451,400.63470518707487,599784.0,46.4366989135742,,,,-0.4078757225536691
Samoa,2016,71.003,4147.070976748883,203499.0,107.318115040963,31.7,238.34661865,99.4000015258789,7.9838628784712995
Burkina Faso,2002,51.447,285.65408763753277,12680897.0,45.1330909729004,0.200993,8.48715401,,4.352963829880991
Austria,1994,76.41951219512195,25546.246052508723,7936118.0,,1.39,,,2.402118432590555
Sweden,2014,82.25365853658538,59583.71400016732,9696110.0,118.02986907959,92.5236,6605.91162109,,2.2957637921659853
Peru,2005,71.988,2706.669472976084,28101180.0,114.135032653809,17.1,123.25354004,87.9100036621094,6.285060325096012
Uruguay,1990,72.994,2995.3610566346547,3104403.0,,0.0,,,0.297348378681562
Costa Rica,2006,79.049,5256.596408591589,4321340.0,108.812652587891,25.1,364.52426147,,7.326695432506696
Cameroon,2019,61.695,1555.2266047647745,25506095.0,106.75480128827,36.5392,56.79493713,,3.475059981949812
Sub-Saharan Africa (excluding high income),2016,59.3199433875513,1536.0535912055857,946011305.0,94.8514633178711,17.7,81.63569232890914,64.8878936767578,0.9296930260952224
Nepal,2004,64.744,279.58775004442833,26016656.0,112.833976745605,0.449844,12.92468262,,4.682603251529443
Cameroon,2000,53.338,708.5657316259653,14912631.0,88.4889526367188,0.25212,30.438097,68.4100036621094,3.8324177943061386
Belgium,2009,80.03414634146341,44923.34001350815,10796493.0,102.259460449219,74.5441,4637.45019531,,-1.9064410551533513
Haiti,1996,56.111,377.22946502597233,7707557.0,106.15453338623,0.00748,,,4.140773328567832
Austria,1993,76.06829268292684,23987.203724065657,7905633.0,,0.765,,,0.5268097694967651
United Arab Emirates,1996,71.82,28323.165087053225,2597564.0,,0.375,,,5.798404069199648
Timor-Leste,2020,66.919,1630.869385212559,1326053.0,110.606703667428,32.0127,118.49451447,,31.961918565386952
Thailand,1997,70.362,2473.140969820863,60724584.0,,0.361,,,-2.7535751531408152
Panama,2006,75.429,5528.767054693537,3375024.0,108.620910644531,17.3496,370.62973022,,9.857238705647518
Costa Rica,2013,80.189,10803.24019619723,4716147.0,105.42813873291,45.96,829.93658447,,2.4947661120995406
British Virgin Islands,2007,75.893,,25366.0,112.366188049316,,,,
Central African Republic,2015,51.934,366.3228539381206,4629320.0,,2.9,18.44194221,,4.3371210302023115
Post-demographic dividend,1994,76.03124066565807,22742.691581062325,990028770.0,,,,,3.1576468798846946
Bulgaria,1992,71.49439024390244,1007.3445454488082,8540164.0,,,,,-7.27238799030242
Kiribati,2005,65.517,1161.7834173997692,98035.0,109.628982543945,4.0,131.88641357,,1.2924302946584874
"Iran, Islamic Rep.",1997,68.649,1790.0661757610671,63639638.0,98.2556381225586,0.0468,,,1.350399273715567
San Marino,2000,80.504,37600.70773796005,26799.0,,48.7995,2176.20825195,,2.1793797150041883
Bermuda,1997,76.972,48736.67680342988,60177.0,120.331359863281,24.2,,,4.600000842633634
Eswatini,2003,44.632,2060.1841813578935,1066700.0,99.3593521118164,2.43707,131.40959167,,3.8802137744936545
New Caledonia,1991,69.82,14642.517971372155,181238.0,117.636207580566,,,,4.900028143842448
Iraq,2003,64.834,817.8878624996222,26802659.0,96.4831237792969,0.6,26.98399925,,-36.65678043831654
"Somalia, Fed. Rep.",1998,50.755,363.2000134899917,8155417.0,,0.00716,,,6.586493253486793
Sao Tome and Principe,1994,60.552,989.5007577992436,132732.0,,,,,2.200001582362958
Honduras,2008,69.657,1732.4906270280264,8012587.0,101.453086853027,9.6,149.05706787,,4.231600110093424
American Samoa,1992,71.511,,49038.0,89.9076309204102,,,,
Honduras,2007,69.539,1577.7378919740734,7834798.0,100.833831787109,9.4,127.55919647,83.5899963378906,6.188327166780084
Albania,2002,75.299,1479.8388457200615,3051010.0,110.338920593262,0.390081,78.72909546,,4.6283958739455215
Netherlands,2008,80.25121951219512,58246.702690587445,16445593.0,107.348289489746,87.42,5382.44580078,,2.116815936421375
Latin America & Caribbean (excluding high income),2014,74.37705230659519,9905.721867518863,545661592.0,110.325531005859,47.7,743.8487788003084,92.9755935668945,1.2698788155445726
Argentina,1992,72.096,6789.996111364947,33693527.0,,0.00299,,,7.937291556430765
Libya,2015,71.644,7458.489177563744,6531819.0,,,433.06808472,,-0.842656252118843
Sub-Saharan Africa (IDA & IBRD countries),2002,52.35739431438627,621.6935933250913,718662153.0,83.4894866943359,,28.564028342011937,58.0469398498535,6.361457242728633
Philippines,2004,68.301,1099.6301302375837,86394504.0,102.275131225586,5.24363,33.50411606,,6.5692285118062586
Bahrain,1992,72.785,10460.158322280826,516458.0,93.7332229614258,,,,6.689998127356176
South Asia,1990,58.40661537970696,359.9539731280879,1013297018.0,,,,47.0495300292969,5.58717150098866
Ireland,2009,80.19024390243902,52133.09092378848,4535375.0,102.795967102051,67.38,5502.88769531,,-5.095781788269008
Guatemala,1998,65.969,1741.2011418285576,11139145.0,91.8508605957031,0.4669999999999999,,,4.993527803058484
Northern Mariana Islands,1999,74.262,,65916.0,,,,,
Pacific island small states,2019,68.64215783039846,4170.321209537026,2568656.0,108.226936340332,,225.93225110548136,,1.1536188414301023
Pakistan,1996,60.466,456.9969618329429,138557092.0,,0.00299,,,4.846581286816544
Peru,2019,76.275,7037.008036926039,32449303.0,108.469970703125,59.9505,367.98739624,,2.2406317687504895
Guatemala,2001,67.436,1537.6866357825168,11969422.0,99.7040481567383,1.7382,100.02039337,,2.3325748660885353
Kuwait,2002,76.53163414634147,18512.752303586156,2059974.0,100.232528686523,10.249,578.41534424,,3.0142831519225126
Northern Mariana Islands,2006,77.688,16314.557859002667,60682.0,,,,,-6.87146321746161
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2009,68.2744546682628,2510.7476266612293,565038251.0,,13.5,127.37485387098234,,2.830779631644802
Cote d'Ivoire,2018,59.795,2130.866193811438,27464173.0,88.210939705148,37.5465,65.87952423,,4.843146058891776
South Asia (IDA & IBRD),1990,58.40661537970696,359.9539731280879,1013297018.0,,,,47.0495300292969,5.58717150098866
Netherlands,2006,79.69756097560976,45123.54324064257,16346101.0,107.839912414551,83.7,4080.21972656,,3.5373750968078213
Samoa,2010,71.451,3524.2479246202956,193023.0,107.650732168777,7.0,185.43850708,,6.124719922612499
IBRD only,1997,67.39674091382727,1487.6143128743074,3832391543.0,105.210342407227,,,80.0895004272461,5.385810279815857
Antigua and Barbuda,1998,74.187,10906.878540696138,72412.0,,4.07,,,4.731279149350513
Guinea,1993,48.819,670.7417782299591,7128177.0,39.3742790222168,,,,5.044144540714029
Bolivia,2014,66.97,3041.435031624083,10848888.0,95.4654700824142,34.6016,179.3274231,,5.460569506351362
Montenegro,2015,76.60243902439025,6491.192806186459,624651.0,101.203620910645,68.1198,582.18743896,,3.390381397120734
Guam,2017,76.463,36779.00789039085,163490.0,,80.5055,,,0.890099909173486
Tuvalu,2016,65.51,3808.697550159088,10930.0,100.0,31.0,697.90136719,,5.660377358490564
Iraq,1996,64.618,485.2584927848249,21501321.0,82.5815887451172,,,,11.020785644248193
Lesotho,1990,59.317,329.5637851572028,1809696.0,103.684661865234,0.0,,,6.045473329789331
New Caledonia,1990,69.526,14334.680737217644,176456.0,120.622077941895,0.0,,,3.6000012717431957
Botswana,1993,57.316,2929.4311902245204,1420115.0,107.772499084473,,,,1.9161070518754
Lesotho,1999,50.385,455.65005438737654,2003234.0,95.2596130371094,0.0537999999999999,,,0.4760250522011944
Netherlands,1995,77.40463414634148,29301.19404923763,15459006.0,,6.47,,,3.1160358898283675
Sub-Saharan Africa,1992,49.901019061314365,663.482334398833,550274082.0,72.0140686035156,,,53.139820098877,-0.43398696411532
St. Lucia,1998,70.68,5672.513737707658,154677.0,124.611923217773,1.3,,,6.286471215118624
North America,1993,75.64647872189724,25772.07243709732,288662580.0,,,,,2.7444883377077076
Nicaragua,2006,70.958,1248.1737157778794,5418855.0,123.00740814209,2.80557,79.3536377,,4.152945598462537
Luxembourg,2005,79.43170731707318,80988.13762308584,465158.0,99.8659591674805,70.0,5818.14599609,,2.4828749846838747
Australia,2003,80.23902439024391,23718.13385018683,19720737.0,102.854759216309,,2227.12768555,,3.0907619048934833
Kiribati,1991,61.502,540.1258611234812,76367.0,118.511192321777,,,,-5.648683973696251
Morocco,2013,72.117,3379.7431640625,33787571.0,108.130874044354,56.0,179.81974792,,4.122212868609438
Guatemala,2005,68.167,2046.4661165075804,13087629.0,109.972137451172,5.7,132.41906738,,3.276026925888857
Ecuador,2001,72.571,1791.303596850374,12910740.0,108.008460998535,2.67044,71.16015625,90.9800033569336,4.2062718574878915
Guam,1995,74.511,,150054.0,,0.66,,,
Trinidad and Tobago,2020,72.645,15358.861297306576,1366725.0,,77.2813,1051.83642578,,-8.90279446006656
Lesotho,1994,57.288,455.593586203956,1927707.0,98.1957702636719,,,,5.979873535363865
Europe & Central Asia,1994,71.68712434008324,10969.281458722638,857724586.0,,,,95.8006134033203,1.2606876966442968
Greece,2003,78.84146341463415,18020.612039764048,10928070.0,96.3618927001953,17.8,1566.40979004,,5.796822742943689
"Somalia, Fed. Rep.",1993,50.551,188.60315867791445,6681399.0,,,,,3.990596418882305
Other small states,2018,72.42178504237921,12980.342537999304,12135267.0,101.287216186523,,918.967151885942,86.4989013671875,4.418847455368109
French Polynesia,2017,82.774,20826.93124921722,280087.0,,72.7039,,,4.2926336310348745
San Marino,2013,84.175,50807.82891380245,33041.0,,,4113.46679688,,-0.7839721254355396
Lower middle income,2008,64.7365443618488,1225.819072049394,2464036877.0,101.691856384277,6.4,49.35227307192387,67.0290603637695,4.583068666245623
Japan,2017,84.09975609756098,38834.05293412266,126972000.0,102.254829406738,91.7265,4135.24316406,,1.6753317517335944
Small states,2015,71.12428050191572,10408.66183772409,18482578.0,102.339546203613,47.7,655.9620781847194,85.8593902587891,2.317700257783713
Latin America & Caribbean,2001,71.1505464911298,4326.619191016215,527572583.0,114.882301330566,,274.33012904991654,89.1123962402344,0.4549502799724934
Kiribati,2003,65.287,1020.5003385139406,94175.0,110.661247253418,3.0,102.43731689,,-1.5754668921714057
Sub-Saharan Africa,2020,61.16752708299017,1480.478642261376,1169015451.0,97.9075698852539,27.8,74.59198608897707,67.8860397338867,-1.9942935793726664
"Egypt, Arab Rep.",1998,66.635,1212.8225982047727,69943294.0,,0.148,,,5.575497460986
Azerbaijan,2014,71.93,7890.840280620872,9535079.0,106.059885931559,75.0,280.22314453,99.7900009155273,2.7975854340362787
Angola,2018,62.622,2538.5913914337057,31297155.0,,29.0,84.03104401,,-1.3163616889689536
Mexico,1999,72.203,6499.971829504254,97115707.0,,1.86,,,2.75503039300564
Honduras,2020,70.864,2307.6149431951144,10119640.0,83.6552990388855,45.2483,212.7419281,,-8.965082232672955
Guinea,2014,57.581,765.1469993892789,11472924.0,95.1517791748047,6.4,36.63517761,32.0,3.6965531166408567
Europe & Central Asia,1995,71.83026339790872,12648.800597972531,859504753.0,,,,95.9528121948242,2.1837530704757313
Sub-Saharan Africa,2002,52.35739431438627,621.6935933250909,718662153.0,83.4894866943359,,28.564028342011927,58.0469398498535,6.3614572427286475
Pre-demographic dividend,2011,57.31185331778164,1578.4982831647958,774567417.0,95.3869018554688,,58.84761434199446,58.4964599609375,4.355226998948652
Palau,2007,67.113,10408.43435913377,19302.0,107.821228027344,,897.35339355,,1.7540310150582457
