Property Name,Portfolio Manager ID,Portfolio Manager Meter ID,Meter Name,Meter Type,Meter Consumption ID,Start Date,End Date,Usage/Quantity,Usage Units,Cost ($)
Roywood Park R.C. Clubhouse,34999979,190078771,AUTO_Roywood Park R.C. Clubhouse-Electric,Electric - Grid,8451520753,2022-07-01 00:00:00,2022-08-01 00:00:00,4227.24,kWh (thousand Watt-hours),710.9
Roywood Park R.C. Clubhouse,34999979,190078771,AUTO_Roywood Park R.C. Clubhouse-Electric,Electric - Grid,8451520754,2022-08-01 00:00:00,2022-09-01 00:00:00,5635.04,kWh (thousand Watt-hours),938.73
Roywood Park R.C. Clubhouse,34999979,190078771,AUTO_Roywood Park R.C. Clubhouse-Electric,Electric - Grid,8451520755,2022-09-01 00:00:00,2022-10-01 00:00:00,5240.66,kWh (thousand Watt-hours),872.87
Roywood Park R.C. Clubhouse,34999979,190078771,AUTO_Roywood Park R.C. Clubhouse-Electric,Electric - Grid,8451520756,2022-10-01 00:00:00,2022-11-01 00:00:00,6801.31,kWh (thousand Watt-hours),1124.46
Roywood Park R.C. Clubhouse,34999979,190078771,AUTO_Roywood Park R.C. Clubhouse-Electric,Electric - Grid,8451520757,2022-11-01 00:00:00,2022-12-01 00:00:00,9238.71,kWh (thousand Watt-hours),1495.91
Ruddington Park,34999980,190078774,AUTO_Ruddington Park-Electric,Electric - Grid,8451535562,2022-01-01 00:00:00,2022-02-01 00:00:00,0.0,kWh (thousand Watt-hours),39.52
Ruddington Park,34999980,190078774,AUTO_Ruddington Park-Electric,Electric - Grid,8451535563,2022-02-01 00:00:00,2022-03-01 00:00:00,0.0,kWh (thousand Watt-hours),35.78
Ruddington Park,34999980,190078774,AUTO_Ruddington Park-Electric,Electric - Grid,8451535564,2022-03-01 00:00:00,2022-04-01 00:00:00,27.45,kWh (thousand Watt-hours),43.63
Ruddington Park,34999980,190078774,AUTO_Ruddington Park-Electric,Electric - Grid,8451535565,2022-04-01 00:00:00,2022-05-01 00:00:00,94.67,kWh (thousand Watt-hours),52.09
Ruddington Park,34999980,190078774,AUTO_Ruddington Park-Electric,Electric - Grid,8451535566,2022-05-01 00:00:00,2022-06-01 00:00:00,157.9,kWh (thousand Watt-hours),62.48
Ruddington Park,34999980,190078774,AUTO_Ruddington Park-Electric,Electric - Grid,8451535567,2022-06-01 00:00:00,2022-07-01 00:00:00,238.59,kWh (thousand Watt-hours),72.93
Ruddington Park,34999980,190078774,AUTO_Ruddington Park-Electric,Electric - Grid,8451535568,2022-07-01 00:00:00,2022-08-01 00:00:00,318.72,kWh (thousand Watt-hours),85.86
Ruddington Park,34999980,190078774,AUTO_Ruddington Park-Electric,Electric - Grid,8451535569,2022-08-01 00:00:00,2022-09-01 00:00:00,407.08,kWh (thousand Watt-hours),98.72
Ruddington Park,34999980,190078774,AUTO_Ruddington Park-Electric,Electric - Grid,8451535570,2022-09-01 00:00:00,2022-10-01 00:00:00,416.52,kWh (thousand Watt-hours),98.82
Ruddington Park,34999980,190078774,AUTO_Ruddington Park-Electric,Electric - Grid,8451535571,2022-10-01 00:00:00,2022-11-01 00:00:00,233.35,kWh (thousand Watt-hours),73.87
Ruddington Park,34999980,190078774,AUTO_Ruddington Park-Electric,Electric - Grid,8451535572,2022-11-01 00:00:00,2022-12-01 00:00:00,41.18,kWh (thousand Watt-hours),45.83
Runnymede Rd Unit Loop,35000753,190078798,AUTO_Runnymede Rd Unit Loop-Electric,Electric - Grid,8451539903,2022-01-01 00:00:00,2022-02-01 00:00:00,2769.72,kWh (thousand Watt-hours),435.26
Runnymede Rd Unit Loop,35000753,190078798,AUTO_Runnymede Rd Unit Loop-Electric,Electric - Grid,8451539904,2022-02-01 00:00:00,2022-03-01 00:00:00,2065.95,kWh (thousand Watt-hours),330.05
Runnymede Rd Unit Loop,35000753,190078798,AUTO_Runnymede Rd Unit Loop-Electric,Electric - Grid,8451539905,2022-03-01 00:00:00,2022-04-01 00:00:00,1695.88,kWh (thousand Watt-hours),295.12
Runnymede Rd Unit Loop,35000753,190078798,AUTO_Runnymede Rd Unit Loop-Electric,Electric - Grid,8451539906,2022-04-01 00:00:00,2022-05-01 00:00:00,1079.43,kWh (thousand Watt-hours),200.52
Runnymede Rd Unit Loop,35000753,190078798,AUTO_Runnymede Rd Unit Loop-Electric,Electric - Grid,8451539907,2022-05-01 00:00:00,2022-06-01 00:00:00,421.89,kWh (thousand Watt-hours),95.1
Runnymede Rd Unit Loop,35000753,190078798,AUTO_Runnymede Rd Unit Loop-Electric,Electric - Grid,8451539908,2022-06-01 00:00:00,2022-07-01 00:00:00,180.74,kWh (thousand Watt-hours),64.73
Runnymede Rd Unit Loop,35000753,190078798,AUTO_Runnymede Rd Unit Loop-Electric,Electric - Grid,8451539909,2022-07-01 00:00:00,2022-08-01 00:00:00,150.24,kWh (thousand Watt-hours),61.31
Runnymede Rd Unit Loop,35000753,190078798,AUTO_Runnymede Rd Unit Loop-Electric,Electric - Grid,8451539910,2022-08-01 00:00:00,2022-09-01 00:00:00,155.34,kWh (thousand Watt-hours),61.99
Runnymede Rd Unit Loop,35000753,190078798,AUTO_Runnymede Rd Unit Loop-Electric,Electric - Grid,8451539911,2022-09-01 00:00:00,2022-10-01 00:00:00,219.36,kWh (thousand Watt-hours),66.98
Runnymede Rd Unit Loop,35000753,190078798,AUTO_Runnymede Rd Unit Loop-Electric,Electric - Grid,8451539912,2022-10-01 00:00:00,2022-11-01 00:00:00,663.43,kWh (thousand Watt-hours),137.86
Runnymede Rd Unit Loop,35000753,190078798,AUTO_Runnymede Rd Unit Loop-Electric,Electric - Grid,8451539913,2022-11-01 00:00:00,2022-12-01 00:00:00,1244.46,kWh (thousand Watt-hours),224.14
Russell Substation,35000755,190078806,AUTO_Russell Substation-Natural Gas,Natural Gas,8451529281,2022-01-01 00:00:00,2022-02-01 00:00:00,30487.19,cm (cubic meters),9846.79
Russell Substation,35000755,190078806,AUTO_Russell Substation-Natural Gas,Natural Gas,8451529282,2022-02-01 00:00:00,2022-03-01 00:00:00,23938.86,cm (cubic meters),7788.81
Russell Substation,35000755,190078806,AUTO_Russell Substation-Natural Gas,Natural Gas,8451529283,2022-03-01 00:00:00,2022-04-01 00:00:00,24442.4,cm (cubic meters),8203.12
Russell Substation,35000755,190078806,AUTO_Russell Substation-Natural Gas,Natural Gas,8451529284,2022-04-01 00:00:00,2022-05-01 00:00:00,21830.16,cm (cubic meters),7629.88
Russell Substation,35000755,190078806,AUTO_Russell Substation-Natural Gas,Natural Gas,8451529285,2022-05-01 00:00:00,2022-06-01 00:00:00,9131.98,cm (cubic meters),3347.1
Russell Substation,35000755,190078806,AUTO_Russell Substation-Natural Gas,Natural Gas,8451529286,2022-06-01 00:00:00,2022-07-01 00:00:00,1400.49,cm (cubic meters),491.61
Russell Substation,35000755,190078806,AUTO_Russell Substation-Natural Gas,Natural Gas,8451529287,2022-07-01 00:00:00,2022-08-01 00:00:00,0.0,cm (cubic meters),27.78
Russell Substation,35000755,190078806,AUTO_Russell Substation-Natural Gas,Natural Gas,8451529288,2022-08-01 00:00:00,2022-09-01 00:00:00,0.0,cm (cubic meters),34.84
Russell Substation,35000755,190078806,AUTO_Russell Substation-Natural Gas,Natural Gas,8451529289,2022-09-01 00:00:00,2022-10-01 00:00:00,14.21,cm (cubic meters),35.69
Russell Substation,35000755,190078806,AUTO_Russell Substation-Natural Gas,Natural Gas,8451529290,2022-10-01 00:00:00,2022-11-01 00:00:00,11250.3,cm (cubic meters),4799.26
Russell Substation,35000755,190078806,AUTO_Russell Substation-Natural Gas,Natural Gas,8451529291,2022-11-01 00:00:00,2022-12-01 00:00:00,21128.89,cm (cubic meters),8858.18
Russell Substation,35000755,190078807,AUTO_Russell Substation-Electric,Electric - Grid,8451529293,2022-01-01 00:00:00,2022-02-01 00:00:00,593717.97,kWh (thousand Watt-hours),75177.65
Russell Substation,35000755,190078807,AUTO_Russell Substation-Electric,Electric - Grid,8451529294,2022-02-01 00:00:00,2022-03-01 00:00:00,507962.2,kWh (thousand Watt-hours),7694.23
Russell Substation,35000755,190078807,AUTO_Russell Substation-Electric,Electric - Grid,8451529295,2022-03-01 00:00:00,2022-04-01 00:00:00,494184.9,kWh (thousand Watt-hours),70233.28
Russell Substation,35000755,190078807,AUTO_Russell Substation-Electric,Electric - Grid,8451529296,2022-04-01 00:00:00,2022-05-01 00:00:00,431174.6,kWh (thousand Watt-hours),58797.53
Russell Substation,35000755,190078807,AUTO_Russell Substation-Electric,Electric - Grid,8451529297,2022-05-01 00:00:00,2022-06-01 00:00:00,383628.9,kWh (thousand Watt-hours),53397.42
Russell Substation,35000755,190078807,AUTO_Russell Substation-Electric,Electric - Grid,8451529298,2022-06-01 00:00:00,2022-07-01 00:00:00,352581.56,kWh (thousand Watt-hours),60309.69
Russell Substation,35000755,190078807,AUTO_Russell Substation-Electric,Electric - Grid,8451529299,2022-07-01 00:00:00,2022-08-01 00:00:00,361180.96,kWh (thousand Watt-hours),72370.12
Russell Substation,35000755,190078807,AUTO_Russell Substation-Electric,Electric - Grid,8451529300,2022-08-01 00:00:00,2022-09-01 00:00:00,341398.83,kWh (thousand Watt-hours),62507.17
Russell Substation,35000755,190078807,AUTO_Russell Substation-Electric,Electric - Grid,8451529301,2022-09-01 00:00:00,2022-10-01 00:00:00,327314.05,kWh (thousand Watt-hours),47659.64
Russell Substation,35000755,190078807,AUTO_Russell Substation-Electric,Electric - Grid,8451529302,2022-10-01 00:00:00,2022-11-01 00:00:00,371953.01,kWh (thousand Watt-hours),34588.84
Russell Substation,35000755,190078807,AUTO_Russell Substation-Electric,Electric - Grid,8451529303,2022-11-01 00:00:00,2022-12-01 00:00:00,418923.05,kWh (thousand Watt-hours),53447.75
Ryerson Community Park,34999983,190078831,AUTO_Ryerson Community Park-Electric,Electric - Grid,8451520759,2022-01-01 00:00:00,2022-02-01 00:00:00,35358.69,kWh (thousand Watt-hours),5378.21
Ryerson Community Park,34999983,190078831,AUTO_Ryerson Community Park-Electric,Electric - Grid,8451520760,2022-02-01 00:00:00,2022-03-01 00:00:00,36778.79,kWh (thousand Watt-hours),5493.29
Ryerson Community Park,34999983,190078831,AUTO_Ryerson Community Park-Electric,Electric - Grid,8451520761,2022-03-01 00:00:00,2022-04-01 00:00:00,8691.1,kWh (thousand Watt-hours),1271.28
Ryerson Community Park,34999983,190078831,AUTO_Ryerson Community Park-Electric,Electric - Grid,8451520762,2022-04-01 00:00:00,2022-05-01 00:00:00,8761.77,kWh (thousand Watt-hours),1287.99
Ryerson Community Park,34999983,190078831,AUTO_Ryerson Community Park-Electric,Electric - Grid,8451520763,2022-05-01 00:00:00,2022-06-01 00:00:00,8492.47,kWh (thousand Watt-hours),1271.46
Ryerson Community Park,34999983,190078831,AUTO_Ryerson Community Park-Electric,Electric - Grid,8451520764,2022-06-01 00:00:00,2022-07-01 00:00:00,9900.32,kWh (thousand Watt-hours),1504.2
Ryerson Community Park,34999983,190078831,AUTO_Ryerson Community Park-Electric,Electric - Grid,8451520765,2022-07-01 00:00:00,2022-08-01 00:00:00,10286.61,kWh (thousand Watt-hours),1495.09
Ryerson Community Park,34999983,190078831,AUTO_Ryerson Community Park-Electric,Electric - Grid,8451520766,2022-08-01 00:00:00,2022-09-01 00:00:00,8326.87,kWh (thousand Watt-hours),1264.75
Ryerson Community Park,34999983,190078831,AUTO_Ryerson Community Park-Electric,Electric - Grid,8451520767,2022-09-01 00:00:00,2022-10-01 00:00:00,5431.65,kWh (thousand Watt-hours),875.51
Ryerson Community Park,34999983,190078831,AUTO_Ryerson Community Park-Electric,Electric - Grid,8451520768,2022-10-01 00:00:00,2022-11-01 00:00:00,5866.35,kWh (thousand Watt-hours),927.64
Ryerson Community Park,34999983,190078831,AUTO_Ryerson Community Park-Electric,Electric - Grid,8451520769,2022-11-01 00:00:00,2022-12-01 00:00:00,13703.26,kWh (thousand Watt-hours),3458.36
S.H. Armstrong Community Centre,34999251,190078837,AUTO_S.H. Armstrong Community Centre-Electric,Electric - Grid,8451519507,2022-01-01 00:00:00,2022-02-01 00:00:00,15025.45,kWh (thousand Watt-hours),2133.65
S.H. Armstrong Community Centre,34999251,190078837,AUTO_S.H. Armstrong Community Centre-Electric,Electric - Grid,8451519508,2022-02-01 00:00:00,2022-03-01 00:00:00,16274.25,kWh (thousand Watt-hours),2437.99
S.H. Armstrong Community Centre,34999251,190078837,AUTO_S.H. Armstrong Community Centre-Electric,Electric - Grid,8451519509,2022-03-01 00:00:00,2022-04-01 00:00:00,15457.58,kWh (thousand Watt-hours),2453.39
S.H. Armstrong Community Centre,34999251,190078837,AUTO_S.H. Armstrong Community Centre-Electric,Electric - Grid,8451519510,2022-04-01 00:00:00,2022-05-01 00:00:00,13345.19,kWh (thousand Watt-hours),2091.04
S.H. Armstrong Community Centre,34999251,190078837,AUTO_S.H. Armstrong Community Centre-Electric,Electric - Grid,8451519511,2022-05-01 00:00:00,2022-06-01 00:00:00,14369.53,kWh (thousand Watt-hours),2297.02
S.H. Armstrong Community Centre,34999251,190078837,AUTO_S.H. Armstrong Community Centre-Electric,Electric - Grid,8451519512,2022-06-01 00:00:00,2022-07-01 00:00:00,17029.63,kWh (thousand Watt-hours),2778.79
S.H. Armstrong Community Centre,34999251,190078837,AUTO_S.H. Armstrong Community Centre-Electric,Electric - Grid,8451519513,2022-07-01 00:00:00,2022-08-01 00:00:00,21024.82,kWh (thousand Watt-hours),3353.94
S.H. Armstrong Community Centre,34999251,190078837,AUTO_S.H. Armstrong Community Centre-Electric,Electric - Grid,8451519514,2022-08-01 00:00:00,2022-09-01 00:00:00,17287.26,kWh (thousand Watt-hours),2810.53
S.H. Armstrong Community Centre,34999251,190078837,AUTO_S.H. Armstrong Community Centre-Electric,Electric - Grid,8451519515,2022-09-01 00:00:00,2022-10-01 00:00:00,14745.8,kWh (thousand Watt-hours),2401.77
S.H. Armstrong Community Centre,34999251,190078837,AUTO_S.H. Armstrong Community Centre-Electric,Electric - Grid,8451519516,2022-10-01 00:00:00,2022-11-01 00:00:00,12811.31,kWh (thousand Watt-hours),2040.09
S.H. Armstrong Community Centre,34999251,190078837,AUTO_S.H. Armstrong Community Centre-Electric,Electric - Grid,8451519517,2022-11-01 00:00:00,2022-12-01 00:00:00,15345.66,kWh (thousand Watt-hours),2392.09
S.H. Armstrong Community Centre,34999251,190078838,AUTO_S.H. Armstrong Community Centre-Natural Gas,Natural Gas,8451519520,2022-01-01 00:00:00,2022-02-01 00:00:00,7578.48,cm (cubic meters),2721.54
S.H. Armstrong Community Centre,34999251,190078838,AUTO_S.H. Armstrong Community Centre-Natural Gas,Natural Gas,8451519521,2022-02-01 00:00:00,2022-03-01 00:00:00,4845.55,cm (cubic meters),1797.94
S.H. Armstrong Community Centre,34999251,190078838,AUTO_S.H. Armstrong Community Centre-Natural Gas,Natural Gas,8451519522,2022-03-01 00:00:00,2022-04-01 00:00:00,2681.81,cm (cubic meters),1092.83
S.H. Armstrong Community Centre,34999251,190078838,AUTO_S.H. Armstrong Community Centre-Natural Gas,Natural Gas,8451519523,2022-04-01 00:00:00,2022-05-01 00:00:00,1712.52,cm (cubic meters),749.26
S.H. Armstrong Community Centre,34999251,190078838,AUTO_S.H. Armstrong Community Centre-Natural Gas,Natural Gas,8451519524,2022-05-01 00:00:00,2022-06-01 00:00:00,366.54,cm (cubic meters),232.01
S.H. Armstrong Community Centre,34999251,190078838,AUTO_S.H. Armstrong Community Centre-Natural Gas,Natural Gas,8451519525,2022-06-01 00:00:00,2022-07-01 00:00:00,80.57,cm (cubic meters),82.57
S.H. Armstrong Community Centre,34999251,190078838,AUTO_S.H. Armstrong Community Centre-Natural Gas,Natural Gas,8451519526,2022-07-01 00:00:00,2022-08-01 00:00:00,255.63,cm (cubic meters),186.25
S.H. Armstrong Community Centre,34999251,190078838,AUTO_S.H. Armstrong Community Centre-Natural Gas,Natural Gas,8451519527,2022-08-01 00:00:00,2022-09-01 00:00:00,256.14,cm (cubic meters),199.7
S.H. Armstrong Community Centre,34999251,190078838,AUTO_S.H. Armstrong Community Centre-Natural Gas,Natural Gas,8451519528,2022-09-01 00:00:00,2022-10-01 00:00:00,287.65,cm (cubic meters),202.02
S.H. Armstrong Community Centre,34999251,190078838,AUTO_S.H. Armstrong Community Centre-Natural Gas,Natural Gas,8451519529,2022-10-01 00:00:00,2022-11-01 00:00:00,1011.95,cm (cubic meters),535.87
S.H. Armstrong Community Centre,34999251,190078838,AUTO_S.H. Armstrong Community Centre-Natural Gas,Natural Gas,8451519530,2022-11-01 00:00:00,2022-12-01 00:00:00,2244.78,cm (cubic meters),1158.86
Sadra Park,34999985,190078840,AUTO_Sadra Park-Electric,Electric - Grid,8451526885,2022-01-01 00:00:00,2022-02-01 00:00:00,38.3,kWh (thousand Watt-hours),13.79
Sadra Park,34999985,190078840,AUTO_Sadra Park-Electric,Electric - Grid,8451526886,2022-02-01 00:00:00,2022-03-01 00:00:00,34.59,kWh (thousand Watt-hours),12.69
Sadra Park,34999985,190078840,AUTO_Sadra Park-Electric,Electric - Grid,8451526887,2022-03-01 00:00:00,2022-04-01 00:00:00,38.3,kWh (thousand Watt-hours),14.14
Sadra Park,34999985,190078840,AUTO_Sadra Park-Electric,Electric - Grid,8451526888,2022-04-01 00:00:00,2022-05-01 00:00:00,37.06,kWh (thousand Watt-hours),13.69
Sadra Park,34999985,190078840,AUTO_Sadra Park-Electric,Electric - Grid,8451526889,2022-05-01 00:00:00,2022-06-01 00:00:00,38.3,kWh (thousand Watt-hours),14.14
Sadra Park,34999985,190078840,AUTO_Sadra Park-Electric,Electric - Grid,8451526890,2022-06-01 00:00:00,2022-07-01 00:00:00,37.06,kWh (thousand Watt-hours),13.67
Sadra Park,34999985,190078840,AUTO_Sadra Park-Electric,Electric - Grid,8451526891,2022-07-01 00:00:00,2022-08-01 00:00:00,38.3,kWh (thousand Watt-hours),14.13
Sadra Park,34999985,190078840,AUTO_Sadra Park-Electric,Electric - Grid,8451526892,2022-08-01 00:00:00,2022-09-01 00:00:00,38.3,kWh (thousand Watt-hours),14.14
Sadra Park,34999985,190078840,AUTO_Sadra Park-Electric,Electric - Grid,8451526893,2022-09-01 00:00:00,2022-10-01 00:00:00,37.06,kWh (thousand Watt-hours),13.67
Sadra Park,34999985,190078840,AUTO_Sadra Park-Electric,Electric - Grid,8451526894,2022-10-01 00:00:00,2022-11-01 00:00:00,38.3,kWh (thousand Watt-hours),14.16
Sadra Park,34999985,190078840,AUTO_Sadra Park-Electric,Electric - Grid,8451526895,2022-11-01 00:00:00,2022-12-01 00:00:00,37.06,kWh (thousand Watt-hours),14
Scarborough Civic Centre,34999130,190078851,AUTO_Scarborough Civic Centre-Electric,Electric - Grid,8451530121,2022-01-01 00:00:00,2022-02-01 00:00:00,556465.99,kWh (thousand Watt-hours),73843.19
Scarborough Civic Centre,34999130,190078851,AUTO_Scarborough Civic Centre-Electric,Electric - Grid,8451530122,2022-02-01 00:00:00,2022-03-01 00:00:00,519259.49,kWh (thousand Watt-hours),68131.26
Scarborough Civic Centre,34999130,190078851,AUTO_Scarborough Civic Centre-Electric,Electric - Grid,8451530123,2022-03-01 00:00:00,2022-04-01 00:00:00,528700.11,kWh (thousand Watt-hours),70740.1
Scarborough Civic Centre,34999130,190078851,AUTO_Scarborough Civic Centre-Electric,Electric - Grid,8451530124,2022-04-01 00:00:00,2022-05-01 00:00:00,436944.49,kWh (thousand Watt-hours),56275.32
Scarborough Civic Centre,34999130,190078851,AUTO_Scarborough Civic Centre-Electric,Electric - Grid,8451530125,2022-05-01 00:00:00,2022-06-01 00:00:00,451003.71,kWh (thousand Watt-hours),63064
Scarborough Civic Centre,34999130,190078851,AUTO_Scarborough Civic Centre-Electric,Electric - Grid,8451530126,2022-06-01 00:00:00,2022-07-01 00:00:00,479664.37,kWh (thousand Watt-hours),81121.24
Scarborough Civic Centre,34999130,190078851,AUTO_Scarborough Civic Centre-Electric,Electric - Grid,8451530127,2022-07-01 00:00:00,2022-08-01 00:00:00,558790.52,kWh (thousand Watt-hours),106251.7
Scarborough Civic Centre,34999130,190078851,AUTO_Scarborough Civic Centre-Electric,Electric - Grid,8451530128,2022-08-01 00:00:00,2022-09-01 00:00:00,551866.59,kWh (thousand Watt-hours),97252.57
Scarborough Civic Centre,34999130,190078851,AUTO_Scarborough Civic Centre-Electric,Electric - Grid,8451530129,2022-09-01 00:00:00,2022-10-01 00:00:00,473730.13,kWh (thousand Watt-hours),67970.91
Scarborough Civic Centre,34999130,190078851,AUTO_Scarborough Civic Centre-Electric,Electric - Grid,8451530130,2022-10-01 00:00:00,2022-11-01 00:00:00,405758.92,kWh (thousand Watt-hours),34895.74
Scarborough Civic Centre,34999130,190078851,AUTO_Scarborough Civic Centre-Electric,Electric - Grid,8451530131,2022-11-01 00:00:00,2022-12-01 00:00:00,434907.21,kWh (thousand Watt-hours),53051.08
Scarborough Civic Centre,34999130,190078852,AUTO_Scarborough Civic Centre-Natural Gas,Natural Gas,8451530133,2022-01-01 00:00:00,2022-02-01 00:00:00,63285.0,cm (cubic meters),20951.97
Scarborough Civic Centre,34999130,190078852,AUTO_Scarborough Civic Centre-Natural Gas,Natural Gas,8451530134,2022-02-01 00:00:00,2022-03-01 00:00:00,62950.0,cm (cubic meters),20827.84
Scarborough Civic Centre,34999130,190078852,AUTO_Scarborough Civic Centre-Natural Gas,Natural Gas,8451530135,2022-03-01 00:00:00,2022-04-01 00:00:00,55834.0,cm (cubic meters),18764.36
Scarborough Civic Centre,34999130,190078852,AUTO_Scarborough Civic Centre-Natural Gas,Natural Gas,8451530136,2022-04-01 00:00:00,2022-05-01 00:00:00,40556.02,cm (cubic meters),14586.6
Scarborough Civic Centre,34999130,190078852,AUTO_Scarborough Civic Centre-Natural Gas,Natural Gas,8451530137,2022-05-01 00:00:00,2022-06-01 00:00:00,11142.98,cm (cubic meters),4380.43
Scarborough Civic Centre,34999130,190078852,AUTO_Scarborough Civic Centre-Natural Gas,Natural Gas,8451530138,2022-06-01 00:00:00,2022-07-01 00:00:00,2011.94,cm (cubic meters),809.61
Scarborough Civic Centre,34999130,190078852,AUTO_Scarborough Civic Centre-Natural Gas,Natural Gas,8451530139,2022-07-01 00:00:00,2022-08-01 00:00:00,1469.06,cm (cubic meters),901.81
Scarborough Civic Centre,34999130,190078852,AUTO_Scarborough Civic Centre-Natural Gas,Natural Gas,8451530140,2022-08-01 00:00:00,2022-09-01 00:00:00,1294.91,cm (cubic meters),833.92
Scarborough Civic Centre,34999130,190078852,AUTO_Scarborough Civic Centre-Natural Gas,Natural Gas,8451530141,2022-09-01 00:00:00,2022-10-01 00:00:00,1331.09,cm (cubic meters),851.36
Scarborough Civic Centre,34999130,190078852,AUTO_Scarborough Civic Centre-Natural Gas,Natural Gas,8451530142,2022-10-01 00:00:00,2022-11-01 00:00:00,23572.0,cm (cubic meters),10058.51
Scarborough Civic Centre,34999130,190078852,AUTO_Scarborough Civic Centre-Natural Gas,Natural Gas,8451530143,2022-11-01 00:00:00,2022-12-01 00:00:00,41886.43,cm (cubic meters),18275.31
Scarborough Village Employment & Social Services,34999131,190078894,AUTO_Scarborough Village Employment & Social Services-Natural Gas,Natural Gas,8451540659,2022-01-01 00:00:00,2022-02-01 00:00:00,7957.26,cm (cubic meters),2870.62
Scarborough Village Employment & Social Services,34999131,190078894,AUTO_Scarborough Village Employment & Social Services-Natural Gas,Natural Gas,8451540660,2022-02-01 00:00:00,2022-03-01 00:00:00,7383.48,cm (cubic meters),2648.64
Scarborough Village Employment & Social Services,34999131,190078894,AUTO_Scarborough Village Employment & Social Services-Natural Gas,Natural Gas,8451540661,2022-03-01 00:00:00,2022-04-01 00:00:00,7043.05,cm (cubic meters),2567.95
Scarborough Village Employment & Social Services,34999131,190078894,AUTO_Scarborough Village Employment & Social Services-Natural Gas,Natural Gas,8451540662,2022-04-01 00:00:00,2022-05-01 00:00:00,4706.12,cm (cubic meters),1836.53
Scarborough Village Employment & Social Services,34999131,190078894,AUTO_Scarborough Village Employment & Social Services-Natural Gas,Natural Gas,8451540663,2022-05-01 00:00:00,2022-06-01 00:00:00,2328.24,cm (cubic meters),964.94
Scarborough Village Employment & Social Services,34999131,190078894,AUTO_Scarborough Village Employment & Social Services-Natural Gas,Natural Gas,8451540664,2022-06-01 00:00:00,2022-07-01 00:00:00,516.79,cm (cubic meters),267.59
Scarborough Village Employment & Social Services,34999131,190078894,AUTO_Scarborough Village Employment & Social Services-Natural Gas,Natural Gas,8451540665,2022-07-01 00:00:00,2022-08-01 00:00:00,258.39,cm (cubic meters),176.12
Scarborough Village Employment & Social Services,34999131,190078894,AUTO_Scarborough Village Employment & Social Services-Natural Gas,Natural Gas,8451540666,2022-08-01 00:00:00,2022-09-01 00:00:00,996.21,cm (cubic meters),521.83
Scarborough Village Employment & Social Services,34999131,190078894,AUTO_Scarborough Village Employment & Social Services-Natural Gas,Natural Gas,8451540667,2022-09-01 00:00:00,2022-10-01 00:00:00,1412.39,cm (cubic meters),697.43
Scarborough Village Employment & Social Services,34999131,190078894,AUTO_Scarborough Village Employment & Social Services-Natural Gas,Natural Gas,8451540668,2022-10-01 00:00:00,2022-11-01 00:00:00,4695.65,cm (cubic meters),2163.01
Scarborough Village Employment & Social Services,34999131,190078894,AUTO_Scarborough Village Employment & Social Services-Natural Gas,Natural Gas,8451540669,2022-11-01 00:00:00,2022-12-01 00:00:00,5674.22,cm (cubic meters),2605.71
Scarborough Village Employment & Social Services,34999131,190078895,AUTO_Scarborough Village Employment & Social Services-Electric,Electric - Grid,8451540647,2022-01-01 00:00:00,2022-02-01 00:00:00,21292.62,kWh (thousand Watt-hours),3305.91
Scarborough Village Employment & Social Services,34999131,190078895,AUTO_Scarborough Village Employment & Social Services-Electric,Electric - Grid,8451540648,2022-02-01 00:00:00,2022-03-01 00:00:00,22955.75,kWh (thousand Watt-hours),3287.2
Scarborough Village Employment & Social Services,34999131,190078895,AUTO_Scarborough Village Employment & Social Services-Electric,Electric - Grid,8451540649,2022-03-01 00:00:00,2022-04-01 00:00:00,20698.7,kWh (thousand Watt-hours),3127.79
Scarborough Village Employment & Social Services,34999131,190078895,AUTO_Scarborough Village Employment & Social Services-Electric,Electric - Grid,8451540650,2022-04-01 00:00:00,2022-05-01 00:00:00,17488.68,kWh (thousand Watt-hours),2653.89
Scarborough Village Employment & Social Services,34999131,190078895,AUTO_Scarborough Village Employment & Social Services-Electric,Electric - Grid,8451540651,2022-05-01 00:00:00,2022-06-01 00:00:00,12681.97,kWh (thousand Watt-hours),2401.36
Scarborough Village Employment & Social Services,34999131,190078895,AUTO_Scarborough Village Employment & Social Services-Electric,Electric - Grid,8451540652,2022-06-01 00:00:00,2022-07-01 00:00:00,12266.89,kWh (thousand Watt-hours),2783.45
Scarborough Village Employment & Social Services,34999131,190078895,AUTO_Scarborough Village Employment & Social Services-Electric,Electric - Grid,8451540653,2022-07-01 00:00:00,2022-08-01 00:00:00,14117.7,kWh (thousand Watt-hours),2317.5
Scarborough Village Employment & Social Services,34999131,190078895,AUTO_Scarborough Village Employment & Social Services-Electric,Electric - Grid,8451540654,2022-08-01 00:00:00,2022-09-01 00:00:00,21086.37,kWh (thousand Watt-hours),3381.42
Scarborough Village Employment & Social Services,34999131,190078895,AUTO_Scarborough Village Employment & Social Services-Electric,Electric - Grid,8451540655,2022-09-01 00:00:00,2022-10-01 00:00:00,17793.96,kWh (thousand Watt-hours),2833.54
Scarborough Village Employment & Social Services,34999131,190078895,AUTO_Scarborough Village Employment & Social Services-Electric,Electric - Grid,8451540656,2022-10-01 00:00:00,2022-11-01 00:00:00,17643.18,kWh (thousand Watt-hours),2783.97
