Property Name,Portfolio Manager ID,Portfolio Manager Meter ID,Meter Name,Meter Type,Meter Consumption ID,Start Date,End Date,Usage/Quantity,Usage Units,Cost ($)
Eglinton Flats Service Building,35000499,190080076,AUTO_Eglinton Flats Service Building-Electric,Electric - Grid,8451538510,2022-11-01 00:00:00,2022-12-01 00:00:00,6046.38,kWh (thousand Watt-hours),989.69
Eglinton Flats Service Building,35000499,190080077,AUTO_Eglinton Flats Service Building-Natural Gas,Natural Gas,8451538488,2022-01-01 00:00:00,2022-02-01 00:00:00,3096.9,cm (cubic meters),1250.26
Eglinton Flats Service Building,35000499,190080077,AUTO_Eglinton Flats Service Building-Natural Gas,Natural Gas,8451538489,2022-02-01 00:00:00,2022-03-01 00:00:00,2425.25,cm (cubic meters),997.02
Eglinton Flats Service Building,35000499,190080077,AUTO_Eglinton Flats Service Building-Natural Gas,Natural Gas,8451538490,2022-03-01 00:00:00,2022-04-01 00:00:00,1927.11,cm (cubic meters),858.98
Eglinton Flats Service Building,35000499,190080077,AUTO_Eglinton Flats Service Building-Natural Gas,Natural Gas,8451538491,2022-04-01 00:00:00,2022-05-01 00:00:00,1541.96,cm (cubic meters),745.79
Eglinton Flats Service Building,35000499,190080077,AUTO_Eglinton Flats Service Building-Natural Gas,Natural Gas,8451538492,2022-05-01 00:00:00,2022-06-01 00:00:00,326.23,cm (cubic meters),269.18
Eglinton Flats Service Building,35000499,190080077,AUTO_Eglinton Flats Service Building-Natural Gas,Natural Gas,8451538493,2022-06-01 00:00:00,2022-07-01 00:00:00,229.67,cm (cubic meters),218.61
Eglinton Flats Service Building,35000499,190080077,AUTO_Eglinton Flats Service Building-Natural Gas,Natural Gas,8451538494,2022-07-01 00:00:00,2022-08-01 00:00:00,-108.9,cm (cubic meters),151.95
Eglinton Flats Service Building,35000499,190080077,AUTO_Eglinton Flats Service Building-Natural Gas,Natural Gas,8451538495,2022-08-01 00:00:00,2022-09-01 00:00:00,-45.29,cm (cubic meters),136.63
Eglinton Flats Service Building,35000499,190080077,AUTO_Eglinton Flats Service Building-Natural Gas,Natural Gas,8451538496,2022-09-01 00:00:00,2022-10-01 00:00:00,114.78,cm (cubic meters),179.14
Eglinton Flats Service Building,35000499,190080077,AUTO_Eglinton Flats Service Building-Natural Gas,Natural Gas,8451538497,2022-10-01 00:00:00,2022-11-01 00:00:00,1213.06,cm (cubic meters),718.42
Eglinton Flats Service Building,35000499,190080077,AUTO_Eglinton Flats Service Building-Natural Gas,Natural Gas,8451538498,2022-11-01 00:00:00,2022-12-01 00:00:00,1417.01,cm (cubic meters),798.51
Carpark 271,35000185,190080758,AUTO_Carpark 271-Electric,Electric - Grid,8451546151,2022-01-01 00:00:00,2022-02-01 00:00:00,809.27,kWh (thousand Watt-hours),150.99
Carpark 271,35000185,190080758,AUTO_Carpark 271-Electric,Electric - Grid,8451546152,2022-02-01 00:00:00,2022-03-01 00:00:00,619.43,kWh (thousand Watt-hours),118.43
Carpark 271,35000185,190080758,AUTO_Carpark 271-Electric,Electric - Grid,8451546153,2022-03-01 00:00:00,2022-04-01 00:00:00,601.99,kWh (thousand Watt-hours),120.21
Carpark 271,35000185,190080758,AUTO_Carpark 271-Electric,Electric - Grid,8451546154,2022-04-01 00:00:00,2022-05-01 00:00:00,512.64,kWh (thousand Watt-hours),106.4
Carpark 271,35000185,190080758,AUTO_Carpark 271-Electric,Electric - Grid,8451546155,2022-05-01 00:00:00,2022-06-01 00:00:00,437.4,kWh (thousand Watt-hours),96
Carpark 271,35000185,190080758,AUTO_Carpark 271-Electric,Electric - Grid,8451546156,2022-06-01 00:00:00,2022-07-01 00:00:00,381.92,kWh (thousand Watt-hours),87.76
Carpark 271,35000185,190080758,AUTO_Carpark 271-Electric,Electric - Grid,8451546157,2022-07-01 00:00:00,2022-08-01 00:00:00,437.03,kWh (thousand Watt-hours),98.01
Carpark 271,35000185,190080758,AUTO_Carpark 271-Electric,Electric - Grid,8451546158,2022-08-01 00:00:00,2022-09-01 00:00:00,641.24,kWh (thousand Watt-hours),126.63
Carpark 271,35000185,190080758,AUTO_Carpark 271-Electric,Electric - Grid,8451546159,2022-09-01 00:00:00,2022-10-01 00:00:00,936.91,kWh (thousand Watt-hours),164.35
Carpark 271,35000185,190080758,AUTO_Carpark 271-Electric,Electric - Grid,8451546160,2022-10-01 00:00:00,2022-11-01 00:00:00,1287.76,kWh (thousand Watt-hours),214.94
Carpark 271,35000185,190080758,AUTO_Carpark 271-Electric,Electric - Grid,8451546161,2022-11-01 00:00:00,2022-12-01 00:00:00,1412.36,kWh (thousand Watt-hours),237.22
Carpark 43,35000205,190081472,AUTO_Carpark 43-Electric,Electric - Grid,8451546273,2022-01-01 00:00:00,2022-02-01 00:00:00,233986.95,kWh (thousand Watt-hours),30325.47
Carpark 43,35000205,190081472,AUTO_Carpark 43-Electric,Electric - Grid,8451546275,2022-02-01 00:00:00,2022-03-01 00:00:00,212806.86,kWh (thousand Watt-hours),27214.65
Carpark 43,35000205,190081472,AUTO_Carpark 43-Electric,Electric - Grid,8451546276,2022-03-01 00:00:00,2022-04-01 00:00:00,225628.61,kWh (thousand Watt-hours),29601.2
Carpark 43,35000205,190081472,AUTO_Carpark 43-Electric,Electric - Grid,8451546277,2022-04-01 00:00:00,2022-05-01 00:00:00,201457.23,kWh (thousand Watt-hours),25460.86
Carpark 43,35000205,190081472,AUTO_Carpark 43-Electric,Electric - Grid,8451546278,2022-05-01 00:00:00,2022-06-01 00:00:00,177160.83,kWh (thousand Watt-hours),23204.19
Carpark 43,35000205,190081472,AUTO_Carpark 43-Electric,Electric - Grid,8451546279,2022-06-01 00:00:00,2022-07-01 00:00:00,160643.08,kWh (thousand Watt-hours),25737.13
Carpark 43,35000205,190081472,AUTO_Carpark 43-Electric,Electric - Grid,8451546280,2022-07-01 00:00:00,2022-08-01 00:00:00,163331.39,kWh (thousand Watt-hours),30500.69
Carpark 43,35000205,190081472,AUTO_Carpark 43-Electric,Electric - Grid,8451546281,2022-08-01 00:00:00,2022-09-01 00:00:00,162303.95,kWh (thousand Watt-hours),27815.98
Carpark 43,35000205,190081472,AUTO_Carpark 43-Electric,Electric - Grid,8451546282,2022-09-01 00:00:00,2022-10-01 00:00:00,160464.17,kWh (thousand Watt-hours),21954.71
Carpark 43,35000205,190081472,AUTO_Carpark 43-Electric,Electric - Grid,8451546283,2022-10-01 00:00:00,2022-11-01 00:00:00,176370.8,kWh (thousand Watt-hours),14884.71
Carpark 43,35000205,190081472,AUTO_Carpark 43-Electric,Electric - Grid,8451546284,2022-11-01 00:00:00,2022-12-01 00:00:00,192735.13,kWh (thousand Watt-hours),22647.61
Carpark 52,35000222,190081786,AUTO_Carpark 52-Natural Gas,Natural Gas,8451521093,2022-01-01 00:00:00,2022-02-01 00:00:00,0.0,cm (cubic meters),8.88
Carpark 52,35000222,190081786,AUTO_Carpark 52-Natural Gas,Natural Gas,8451521094,2022-02-01 00:00:00,2022-03-01 00:00:00,0.0,cm (cubic meters),7.97
Carpark 52,35000222,190081786,AUTO_Carpark 52-Natural Gas,Natural Gas,8451521095,2022-03-01 00:00:00,2022-04-01 00:00:00,0.0,cm (cubic meters),8.34
Carpark 52,35000222,190081786,AUTO_Carpark 52-Natural Gas,Natural Gas,8451521096,2022-04-01 00:00:00,2022-05-01 00:00:00,0.0,cm (cubic meters),8.26
Carpark 52,35000222,190081786,AUTO_Carpark 52-Natural Gas,Natural Gas,8451521097,2022-05-01 00:00:00,2022-06-01 00:00:00,0.0,cm (cubic meters),8.1
Carpark 52,35000222,190081786,AUTO_Carpark 52-Natural Gas,Natural Gas,8451521098,2022-06-01 00:00:00,2022-07-01 00:00:00,0.0,cm (cubic meters),8.57
Carpark 52,35000222,190081786,AUTO_Carpark 52-Natural Gas,Natural Gas,8451521099,2022-07-01 00:00:00,2022-08-01 00:00:00,0.0,cm (cubic meters),8.49
Carpark 52,35000222,190081786,AUTO_Carpark 52-Natural Gas,Natural Gas,8451521100,2022-08-01 00:00:00,2022-09-01 00:00:00,0.0,cm (cubic meters),7.86
Carpark 52,35000222,190081786,AUTO_Carpark 52-Natural Gas,Natural Gas,8451521101,2022-09-01 00:00:00,2022-10-01 00:00:00,0.0,cm (cubic meters),8.33
Carpark 52,35000222,190081786,AUTO_Carpark 52-Natural Gas,Natural Gas,8451521102,2022-10-01 00:00:00,2022-11-01 00:00:00,0.0,cm (cubic meters),8.81
Carpark 52,35000222,190081786,AUTO_Carpark 52-Natural Gas,Natural Gas,8451521103,2022-11-01 00:00:00,2022-12-01 00:00:00,0.0,cm (cubic meters),7.79
Carpark 52,35000222,190081787,AUTO_Carpark 52-Electric,Electric - Grid,8451521105,2022-01-01 00:00:00,2022-02-01 00:00:00,83654.97,kWh (thousand Watt-hours),11207.63
Carpark 52,35000222,190081787,AUTO_Carpark 52-Electric,Electric - Grid,8451521106,2022-02-01 00:00:00,2022-03-01 00:00:00,72628.79,kWh (thousand Watt-hours),9730.56
Carpark 52,35000222,190081787,AUTO_Carpark 52-Electric,Electric - Grid,8451521107,2022-03-01 00:00:00,2022-04-01 00:00:00,62467.86,kWh (thousand Watt-hours),8831.91
Carpark 52,35000222,190081787,AUTO_Carpark 52-Electric,Electric - Grid,8451521108,2022-04-01 00:00:00,2022-05-01 00:00:00,49157.46,kWh (thousand Watt-hours),6851.73
Carpark 52,35000222,190081787,AUTO_Carpark 52-Electric,Electric - Grid,8451521109,2022-05-01 00:00:00,2022-06-01 00:00:00,31405.7,kWh (thousand Watt-hours),4395.45
Carpark 52,35000222,190081787,AUTO_Carpark 52-Electric,Electric - Grid,8451521110,2022-06-01 00:00:00,2022-07-01 00:00:00,29825.82,kWh (thousand Watt-hours),5010.12
Carpark 52,35000222,190081787,AUTO_Carpark 52-Electric,Electric - Grid,8451521111,2022-07-01 00:00:00,2022-08-01 00:00:00,31549.47,kWh (thousand Watt-hours),6025.11
Carpark 52,35000222,190081787,AUTO_Carpark 52-Electric,Electric - Grid,8451521112,2022-08-01 00:00:00,2022-09-01 00:00:00,32864.72,kWh (thousand Watt-hours),5751.19
Carpark 52,35000222,190081787,AUTO_Carpark 52-Electric,Electric - Grid,8451521113,2022-09-01 00:00:00,2022-10-01 00:00:00,32671.16,kWh (thousand Watt-hours),4633.16
Carpark 52,35000222,190081787,AUTO_Carpark 52-Electric,Electric - Grid,8451521114,2022-10-01 00:00:00,2022-11-01 00:00:00,41337.13,kWh (thousand Watt-hours),3821.02
Carpark 52,35000222,190081787,AUTO_Carpark 52-Electric,Electric - Grid,8451521115,2022-11-01 00:00:00,2022-12-01 00:00:00,50886.86,kWh (thousand Watt-hours),6723.97
Carpark 521,35000223,190081809,AUTO_Carpark 521-Electric,Electric - Grid,8451546434,2022-01-01 00:00:00,2022-02-01 00:00:00,486.92,kWh (thousand Watt-hours),107.12
Carpark 521,35000223,190081809,AUTO_Carpark 521-Electric,Electric - Grid,8451546435,2022-02-01 00:00:00,2022-03-01 00:00:00,394.18,kWh (thousand Watt-hours),92.92
Carpark 521,35000223,190081809,AUTO_Carpark 521-Electric,Electric - Grid,8451546436,2022-03-01 00:00:00,2022-04-01 00:00:00,278.44,kWh (thousand Watt-hours),81.16
Carpark 521,35000223,190081809,AUTO_Carpark 521-Electric,Electric - Grid,8451546437,2022-04-01 00:00:00,2022-05-01 00:00:00,166.3,kWh (thousand Watt-hours),62.96
Carpark 521,35000223,190081809,AUTO_Carpark 521-Electric,Electric - Grid,8451546438,2022-05-01 00:00:00,2022-06-01 00:00:00,145.3,kWh (thousand Watt-hours),60.65
Carpark 521,35000223,190081809,AUTO_Carpark 521-Electric,Electric - Grid,8451546439,2022-06-01 00:00:00,2022-07-01 00:00:00,136.51,kWh (thousand Watt-hours),58.04
Carpark 521,35000223,190081809,AUTO_Carpark 521-Electric,Electric - Grid,8451546440,2022-07-01 00:00:00,2022-08-01 00:00:00,138.17,kWh (thousand Watt-hours),59.66
Carpark 521,35000223,190081809,AUTO_Carpark 521-Electric,Electric - Grid,8451546441,2022-08-01 00:00:00,2022-09-01 00:00:00,141.44,kWh (thousand Watt-hours),60.17
Carpark 521,35000223,190081809,AUTO_Carpark 521-Electric,Electric - Grid,8451546442,2022-09-01 00:00:00,2022-10-01 00:00:00,360.72,kWh (thousand Watt-hours),92.65
Carpark 521,35000223,190081809,AUTO_Carpark 521-Electric,Electric - Grid,8451546443,2022-10-01 00:00:00,2022-11-01 00:00:00,578.78,kWh (thousand Watt-hours),126.12
Carpark 521,35000223,190081809,AUTO_Carpark 521-Electric,Electric - Grid,8451546444,2022-11-01 00:00:00,2022-12-01 00:00:00,583.77,kWh (thousand Watt-hours),126.63
Carpark 533,35000225,190081845,AUTO_Carpark 533-Electric,Electric - Grid,8451546447,2022-01-01 00:00:00,2022-02-01 00:00:00,224.81,kWh (thousand Watt-hours),69.26
Carpark 533,35000225,190081845,AUTO_Carpark 533-Electric,Electric - Grid,8451546448,2022-02-01 00:00:00,2022-03-01 00:00:00,183.14,kWh (thousand Watt-hours),60.92
Carpark 533,35000225,190081845,AUTO_Carpark 533-Electric,Electric - Grid,8451546449,2022-03-01 00:00:00,2022-04-01 00:00:00,167.17,kWh (thousand Watt-hours),62.86
Carpark 533,35000225,190081845,AUTO_Carpark 533-Electric,Electric - Grid,8451546450,2022-04-01 00:00:00,2022-05-01 00:00:00,127.76,kWh (thousand Watt-hours),55.77
Carpark 533,35000225,190081845,AUTO_Carpark 533-Electric,Electric - Grid,8451546451,2022-05-01 00:00:00,2022-06-01 00:00:00,118.78,kWh (thousand Watt-hours),55.26
Carpark 533,35000225,190081845,AUTO_Carpark 533-Electric,Electric - Grid,8451546452,2022-06-01 00:00:00,2022-07-01 00:00:00,109.75,kWh (thousand Watt-hours),52.66
Carpark 533,35000225,190081845,AUTO_Carpark 533-Electric,Electric - Grid,8451546453,2022-07-01 00:00:00,2022-08-01 00:00:00,114.17,kWh (thousand Watt-hours),54.55
Carpark 533,35000225,190081845,AUTO_Carpark 533-Electric,Electric - Grid,8451546454,2022-08-01 00:00:00,2022-09-01 00:00:00,123.77,kWh (thousand Watt-hours),55.83
Carpark 533,35000225,190081845,AUTO_Carpark 533-Electric,Electric - Grid,8451546455,2022-09-01 00:00:00,2022-10-01 00:00:00,132.77,kWh (thousand Watt-hours),55.92
Carpark 533,35000225,190081845,AUTO_Carpark 533-Electric,Electric - Grid,8451546456,2022-10-01 00:00:00,2022-11-01 00:00:00,152.13,kWh (thousand Watt-hours),60.9
Carpark 533,35000225,190081845,AUTO_Carpark 533-Electric,Electric - Grid,8451546457,2022-11-01 00:00:00,2022-12-01 00:00:00,161.46,kWh (thousand Watt-hours),62.74
Ellesmere Yard,35000500,190082037,AUTO_Ellesmere Yard-Electric,Electric - Grid,8451538512,2022-01-01 00:00:00,2022-02-01 00:00:00,217693.02,kWh (thousand Watt-hours),31135.08
Ellesmere Yard,35000500,190082037,AUTO_Ellesmere Yard-Electric,Electric - Grid,8451538513,2022-02-01 00:00:00,2022-03-01 00:00:00,173427.21,kWh (thousand Watt-hours),24502.15
Ellesmere Yard,35000500,190082037,AUTO_Ellesmere Yard-Electric,Electric - Grid,8451538514,2022-03-01 00:00:00,2022-04-01 00:00:00,167468.03,kWh (thousand Watt-hours),24805.73
Ellesmere Yard,35000500,190082037,AUTO_Ellesmere Yard-Electric,Electric - Grid,8451538515,2022-04-01 00:00:00,2022-05-01 00:00:00,116884.9,kWh (thousand Watt-hours),17410.01
Ellesmere Yard,35000500,190082037,AUTO_Ellesmere Yard-Electric,Electric - Grid,8451538516,2022-05-01 00:00:00,2022-06-01 00:00:00,109289.22,kWh (thousand Watt-hours),17489.19
Ellesmere Yard,35000500,190082037,AUTO_Ellesmere Yard-Electric,Electric - Grid,8451538517,2022-06-01 00:00:00,2022-07-01 00:00:00,116148.02,kWh (thousand Watt-hours),22177.05
Ellesmere Yard,35000500,190082037,AUTO_Ellesmere Yard-Electric,Electric - Grid,8451538518,2022-07-01 00:00:00,2022-08-01 00:00:00,119646.09,kWh (thousand Watt-hours),25554.03
Ellesmere Yard,35000500,190082037,AUTO_Ellesmere Yard-Electric,Electric - Grid,8451538519,2022-08-01 00:00:00,2022-09-01 00:00:00,120234.62,kWh (thousand Watt-hours),24186.32
Ellesmere Yard,35000500,190082037,AUTO_Ellesmere Yard-Electric,Electric - Grid,8451538520,2022-09-01 00:00:00,2022-10-01 00:00:00,110549.07,kWh (thousand Watt-hours),17979.66
Ellesmere Yard,35000500,190082037,AUTO_Ellesmere Yard-Electric,Electric - Grid,8451538521,2022-10-01 00:00:00,2022-11-01 00:00:00,116925.29,kWh (thousand Watt-hours),12295.44
Ellesmere Yard,35000500,190082037,AUTO_Ellesmere Yard-Electric,Electric - Grid,8451538522,2022-11-01 00:00:00,2022-12-01 00:00:00,143181.6,kWh (thousand Watt-hours),19447.24
Ellesmere Yard,35000500,190082039,AUTO_Ellesmere Yard-Natural Gas,Natural Gas,8451538524,2022-01-01 00:00:00,2022-02-01 00:00:00,44684.88,cm (cubic meters),15530.89
Ellesmere Yard,35000500,190082039,AUTO_Ellesmere Yard-Natural Gas,Natural Gas,8451538525,2022-02-01 00:00:00,2022-03-01 00:00:00,33067.71,cm (cubic meters),11606.69
Ellesmere Yard,35000500,190082039,AUTO_Ellesmere Yard-Natural Gas,Natural Gas,8451538526,2022-03-01 00:00:00,2022-04-01 00:00:00,29895.65,cm (cubic meters),10863.19
Ellesmere Yard,35000500,190082039,AUTO_Ellesmere Yard-Natural Gas,Natural Gas,8451538527,2022-04-01 00:00:00,2022-05-01 00:00:00,18951.8,cm (cubic meters),7392.37
Ellesmere Yard,35000500,190082039,AUTO_Ellesmere Yard-Natural Gas,Natural Gas,8451538528,2022-05-01 00:00:00,2022-06-01 00:00:00,4375.01,cm (cubic meters),2050.71
Ellesmere Yard,35000500,190082039,AUTO_Ellesmere Yard-Natural Gas,Natural Gas,8451538529,2022-06-01 00:00:00,2022-07-01 00:00:00,949.07,cm (cubic meters),612.35
Ellesmere Yard,35000500,190082039,AUTO_Ellesmere Yard-Natural Gas,Natural Gas,8451538530,2022-07-01 00:00:00,2022-08-01 00:00:00,385.14,cm (cubic meters),438.92
Ellesmere Yard,35000500,190082039,AUTO_Ellesmere Yard-Natural Gas,Natural Gas,8451538531,2022-08-01 00:00:00,2022-09-01 00:00:00,959.16,cm (cubic meters),664.03
Ellesmere Yard,35000500,190082039,AUTO_Ellesmere Yard-Natural Gas,Natural Gas,8451538532,2022-09-01 00:00:00,2022-10-01 00:00:00,1856.88,cm (cubic meters),1039.07
Ellesmere Yard,35000500,190082039,AUTO_Ellesmere Yard-Natural Gas,Natural Gas,8451538533,2022-10-01 00:00:00,2022-11-01 00:00:00,9124.15,cm (cubic meters),4537.91
Ellesmere Yard,35000500,190082039,AUTO_Ellesmere Yard-Natural Gas,Natural Gas,8451538534,2022-11-01 00:00:00,2022-12-01 00:00:00,17730.46,cm (cubic meters),8289.46
Carpark 96,35000255,190082139,AUTO_Carpark 96-Electric,Electric - Grid,8451546617,2022-01-01 00:00:00,2022-02-01 00:00:00,2709.38,kWh (thousand Watt-hours),441.37
Carpark 96,35000255,190082139,AUTO_Carpark 96-Electric,Electric - Grid,8451546618,2022-02-01 00:00:00,2022-03-01 00:00:00,2398.83,kWh (thousand Watt-hours),389.19
Carpark 96,35000255,190082139,AUTO_Carpark 96-Electric,Electric - Grid,8451546619,2022-03-01 00:00:00,2022-04-01 00:00:00,2640.92,kWh (thousand Watt-hours),454.29
Carpark 96,35000255,190082139,AUTO_Carpark 96-Electric,Electric - Grid,8451546620,2022-04-01 00:00:00,2022-05-01 00:00:00,2521.65,kWh (thousand Watt-hours),434.17
Carpark 96,35000255,190082139,AUTO_Carpark 96-Electric,Electric - Grid,8451546621,2022-05-01 00:00:00,2022-06-01 00:00:00,2560.82,kWh (thousand Watt-hours),441.19
Carpark 96,35000255,190082139,AUTO_Carpark 96-Electric,Electric - Grid,8451546622,2022-06-01 00:00:00,2022-07-01 00:00:00,2469.34,kWh (thousand Watt-hours),425.52
Carpark 96,35000255,190082139,AUTO_Carpark 96-Electric,Electric - Grid,8451546623,2022-07-01 00:00:00,2022-08-01 00:00:00,2508.75,kWh (thousand Watt-hours),432.82
Carpark 96,35000255,190082139,AUTO_Carpark 96-Electric,Electric - Grid,8451546624,2022-08-01 00:00:00,2022-09-01 00:00:00,2471.65,kWh (thousand Watt-hours),426.81
Carpark 96,35000255,190082139,AUTO_Carpark 96-Electric,Electric - Grid,8451546625,2022-09-01 00:00:00,2022-10-01 00:00:00,2372.93,kWh (thousand Watt-hours),409.89
Carpark 96,35000255,190082139,AUTO_Carpark 96-Electric,Electric - Grid,8451546626,2022-10-01 00:00:00,2022-11-01 00:00:00,2514.96,kWh (thousand Watt-hours),432.31
Carpark 96,35000255,190082139,AUTO_Carpark 96-Electric,Electric - Grid,8451546627,2022-11-01 00:00:00,2022-12-01 00:00:00,2527.55,kWh (thousand Watt-hours),430.39
Esther Shiner Stadium,34999727,190082140,AUTO_Esther Shiner Stadium-Electric,Electric - Grid,8451534653,2022-01-01 00:00:00,2022-02-01 00:00:00,38469.85,kWh (thousand Watt-hours),5177.84
Esther Shiner Stadium,34999727,190082140,AUTO_Esther Shiner Stadium-Electric,Electric - Grid,8451534654,2022-02-01 00:00:00,2022-03-01 00:00:00,34047.21,kWh (thousand Watt-hours),4549.37
Esther Shiner Stadium,34999727,190082140,AUTO_Esther Shiner Stadium-Electric,Electric - Grid,8451534655,2022-03-01 00:00:00,2022-04-01 00:00:00,33022.7,kWh (thousand Watt-hours),5427.45
Esther Shiner Stadium,34999727,190082140,AUTO_Esther Shiner Stadium-Electric,Electric - Grid,8451534656,2022-04-01 00:00:00,2022-05-01 00:00:00,29638.35,kWh (thousand Watt-hours),5389.16
Esther Shiner Stadium,34999727,190082140,AUTO_Esther Shiner Stadium-Electric,Electric - Grid,8451534657,2022-05-01 00:00:00,2022-06-01 00:00:00,15396.19,kWh (thousand Watt-hours),4176.6
Esther Shiner Stadium,34999727,190082140,AUTO_Esther Shiner Stadium-Electric,Electric - Grid,8451534658,2022-06-01 00:00:00,2022-07-01 00:00:00,10545.94,kWh (thousand Watt-hours),4141.18
Esther Shiner Stadium,34999727,190082140,AUTO_Esther Shiner Stadium-Electric,Electric - Grid,8451534659,2022-07-01 00:00:00,2022-08-01 00:00:00,11557.46,kWh (thousand Watt-hours),5039.29
Esther Shiner Stadium,34999727,190082140,AUTO_Esther Shiner Stadium-Electric,Electric - Grid,8451534660,2022-08-01 00:00:00,2022-09-01 00:00:00,12148.17,kWh (thousand Watt-hours),4675.5
Esther Shiner Stadium,34999727,190082140,AUTO_Esther Shiner Stadium-Electric,Electric - Grid,8451534661,2022-09-01 00:00:00,2022-10-01 00:00:00,14209.66,kWh (thousand Watt-hours),4964.67
Esther Shiner Stadium,34999727,190082140,AUTO_Esther Shiner Stadium-Electric,Electric - Grid,8451534662,2022-10-01 00:00:00,2022-11-01 00:00:00,20318.55,kWh (thousand Watt-hours),3764.75
Esther Shiner Stadium,34999727,190082140,AUTO_Esther Shiner Stadium-Electric,Electric - Grid,8451534663,2022-11-01 00:00:00,2022-12-01 00:00:00,21927.68,kWh (thousand Watt-hours),4092.53
Cassels Ave Playground,34999643,190082219,AUTO_Cassels Ave Playground-Electric,Electric - Grid,8451525773,2022-01-01 00:00:00,2022-02-01 00:00:00,163.55,kWh (thousand Watt-hours),70.63
Cassels Ave Playground,34999643,190082219,AUTO_Cassels Ave Playground-Electric,Electric - Grid,8451525774,2022-02-01 00:00:00,2022-03-01 00:00:00,145.15,kWh (thousand Watt-hours),66.35
Cassels Ave Playground,34999643,190082219,AUTO_Cassels Ave Playground-Electric,Electric - Grid,8451525775,2022-03-01 00:00:00,2022-04-01 00:00:00,159.41,kWh (thousand Watt-hours),73.65
Cassels Ave Playground,34999643,190082219,AUTO_Cassels Ave Playground-Electric,Electric - Grid,8451525776,2022-04-01 00:00:00,2022-05-01 00:00:00,150.95,kWh (thousand Watt-hours),70.71
Cassels Ave Playground,34999643,190082219,AUTO_Cassels Ave Playground-Electric,Electric - Grid,8451525777,2022-05-01 00:00:00,2022-06-01 00:00:00,155.33,kWh (thousand Watt-hours),72.72
Cassels Ave Playground,34999643,190082219,AUTO_Cassels Ave Playground-Electric,Electric - Grid,8451525778,2022-06-01 00:00:00,2022-07-01 00:00:00,157.27,kWh (thousand Watt-hours),71.4
Cassels Ave Playground,34999643,190082219,AUTO_Cassels Ave Playground-Electric,Electric - Grid,8451525779,2022-07-01 00:00:00,2022-08-01 00:00:00,162.76,kWh (thousand Watt-hours),73.87
Cassels Ave Playground,34999643,190082219,AUTO_Cassels Ave Playground-Electric,Electric - Grid,8451525780,2022-08-01 00:00:00,2022-09-01 00:00:00,165.34,kWh (thousand Watt-hours),74.24
Cassels Ave Playground,34999643,190082219,AUTO_Cassels Ave Playground-Electric,Electric - Grid,8451525781,2022-09-01 00:00:00,2022-10-01 00:00:00,161.37,kWh (thousand Watt-hours),72.02
Cassels Ave Playground,34999643,190082219,AUTO_Cassels Ave Playground-Electric,Electric - Grid,8451525782,2022-10-01 00:00:00,2022-11-01 00:00:00,166.39,kWh (thousand Watt-hours),74.76
Cassels Ave Playground,34999643,190082219,AUTO_Cassels Ave Playground-Electric,Electric - Grid,8451525783,2022-11-01 00:00:00,2022-12-01 00:00:00,160.23,kWh (thousand Watt-hours),74.33
Centennial Park Conservatory,34999394,190082432,AUTO_Centennial Park Conservatory-Electric,Electric - Grid,8451524740,2022-01-01 00:00:00,2022-02-01 00:00:00,21434.77,kWh (thousand Watt-hours),3037.26
Centennial Park Conservatory,34999394,190082432,AUTO_Centennial Park Conservatory-Electric,Electric - Grid,8451524741,2022-02-01 00:00:00,2022-03-01 00:00:00,19122.74,kWh (thousand Watt-hours),2806.65
Centennial Park Conservatory,34999394,190082432,AUTO_Centennial Park Conservatory-Electric,Electric - Grid,8451524742,2022-03-01 00:00:00,2022-04-01 00:00:00,20148.86,kWh (thousand Watt-hours),3094.94
Centennial Park Conservatory,34999394,190082432,AUTO_Centennial Park Conservatory-Electric,Electric - Grid,8451524743,2022-04-01 00:00:00,2022-05-01 00:00:00,18088.51,kWh (thousand Watt-hours),2848.15
Centennial Park Conservatory,34999394,190082432,AUTO_Centennial Park Conservatory-Electric,Electric - Grid,8451524744,2022-05-01 00:00:00,2022-06-01 00:00:00,2432.07,kWh (thousand Watt-hours),2839.54
Centennial Park Conservatory,34999394,190082432,AUTO_Centennial Park Conservatory-Electric,Electric - Grid,8451524745,2022-06-01 00:00:00,2022-07-01 00:00:00,18646.23,kWh (thousand Watt-hours),2854.63
Centennial Park Conservatory,34999394,190082432,AUTO_Centennial Park Conservatory-Electric,Electric - Grid,8451524746,2022-07-01 00:00:00,2022-08-01 00:00:00,19629.19,kWh (thousand Watt-hours),2966.41
Centennial Park Conservatory,34999394,190082432,AUTO_Centennial Park Conservatory-Electric,Electric - Grid,8451524747,2022-08-01 00:00:00,2022-09-01 00:00:00,19138.21,kWh (thousand Watt-hours),2927.87
Centennial Park Conservatory,34999394,190082432,AUTO_Centennial Park Conservatory-Electric,Electric - Grid,8451524748,2022-09-01 00:00:00,2022-10-01 00:00:00,18006.03,kWh (thousand Watt-hours),2744.51
Centennial Park Conservatory,34999394,190082432,AUTO_Centennial Park Conservatory-Electric,Electric - Grid,8451524749,2022-10-01 00:00:00,2022-11-01 00:00:00,20686.23,kWh (thousand Watt-hours),3114.93
Centennial Park Conservatory,34999394,190082432,AUTO_Centennial Park Conservatory-Electric,Electric - Grid,8451524750,2022-11-01 00:00:00,2022-12-01 00:00:00,21452.71,kWh (thousand Watt-hours),3239.06
